date,school,keyword,article
2014-10-21,LIU,study,"May 18, 2023

By Maxime Devillaz
Co-Editor-in-Chief
Over the past couple of semesters, more and more students have been attracted to Hicksville for off-campus housing, causing an everyday struggle for students to board the free shuttle, which has a 25 person occupancy limit, to school in the mornings. As a result, the Office of Campus Life and the Student Government Association have worked together to improve transportation—and more options are underway.
Students, faculty, and staff are taking advantage of the shuttle services, and the same hours seem to appeal to them all. “9.00 a.m. is by far the busiest time,” said Ian Jonson, a freshman undeclared major who lives in the Hicksville area. “I’ve been at the bus stop 20 minutes before the shuttle is supposed to leave, and you could tell straight away it wasn’t enough.”
The excessive demand for the crowded morning shuttle buses leaves students with two options: to go hard or to go home. “Lines have been non-exist[ent], and those getting a spot on the bus have usually been those with the sharpest elbows,” Jonson said. Instead of taking the risk, Jonson and his housemates have given up the extra hour of sleep, and are taking the 8 a.m. shuttle instead to make sure they don’t miss class.
Recently, the Office of Campus Life and SGA have studied the issue, and together worked on changes to the shuttles. “Along with the SGA, we constantly monitor the transportation needs of our students and make changes accordingly,” said Abagail Van Vlerah, Dean of Students.
“Van Vlerah and I actually rode [the shuttle] last week sometime in the afternoon, to get feedback from students,” Michael Berthel, Director of Campus Life, added.
The changes already in place have not increased the amount of rides to and from Hicksville; the latest round that used to leave campus at 9 p.m. has been taken away, and the shuttle is now going at 1 p.m. instead, breaking the previous almost six-hour break the shuttle used to have between 10:20 a.m. and 4 p.m.
“It is an expensive and year-round service, so we have tried to play around with the schedule before increasing any costs,” Berthel said. “SGA has allocated over $100,000 for the student shuttle service during the 2014-2015 academic year,” he added.
For those who dorm and don’t own a car, the off-campus shuttles to Hicksville and Pathmark in Greenvale have been the only free alternatives to leave the campus. “During weekdays, I try not to take the shuttle after its break in the afternoon because I know it will be completely full of commuters,” said Tine Markar Lolland, a junior Public Relations major. Lolland explained that the weekends are the only times she does not have any problems.
To facilitate leaving campus for on- campus students, the university will launch a new Zipcar program on Wednesday, Oct. 22, which will allow students to use an on-campus rental car all hours.
The Zipcar project is a global car- sharing network with operations at other college campuses throughout the U.S. Any student over 18, faculty over 21, or community member who has been a licensed driver for a minimum of one year (international licenses accepted) can apply. After registering online, and paying the annual membership fee ($25 for first year), students can reserve a car at any time of the day. Over the first month, students will be discounted for their first $35 driving dollars, according to William Achnitz, Campus Life Coordinator and Sustainability Coordinator. The rental will take place outside of Post Hall.
Jonson believes it is only fair to give the residents another option to leave campus; however, he wants to see some action taken on the free Hicksville shuttle, as well. “The shuttle is a service offered by the school, and you can’t offer services unless you can guarantee all those wishing to utilize it will be able to.”
Berthel stated that he understands where the frustration with the shuttle service comes from. “Students definitely have reasons to complain,” he said.
“The services are paid for by university and student funds, ultimately coming from student activity fees.”
SGA and Campus Life are considering further changes to the shuttle service that may affect the university wallet moving forward. “We are looking into a bigger bus,” Berthel said. “We are also thinking about moving the bus stop from the Chapel to the Humanities area where most departments are located; this way, students will get dropped off closer to the classrooms.”
However, Berthel warned students not to expect major changes any time soon. “Be patient. It is not going to happen overnight.”
Published in News
"
2014-10-28,LIU,study,"May 18, 2023

By Caroline Nickolaus
Staff Writer
As The Pioneer reported on Sept. 30, the LIU Post equestrian team set out to complete a daunting mission—raise enough money to rescue a slaughter- bound miniature horse, and make him the team mascot. The team held a bake sale during common hour in Hillwood Commons, posted flyers throughout campus seeking donations, and even created a web page on gofundme.com so that others could donate money to pay for the purchase and future expenses of the miniature horse.
After a lot of hard work and dedication, the girls were finally financially able to travel to the horse auction located in New Holland, Pennsylvania and choose which lucky horse would be coming home with them for another chance at life as their team mascot.
The mission took place on Oct. 13. Hope, a sweet palomino mare, caught the riders’ attention right away. Two of the three team captains, Cristina Bakos, a senior Speech Pathology/Pre-Med major, and Alex Diez, a junior Biology major, as well as one of the fundraisers, Christina Cepeda, a junior Psychology major, brought the mini horse to her new home in Bakos’ backyard barn in Nesconset, where she will have a much more exciting life with the other mini horses—and a donkey—already living there.
All of the money raised by the team will be put towards the many expenses needed to properly care for any horse, including veterinary and farrier appointments (hoof trimming), board, feed, wormer, shavings, and clothing. Hope had a warm welcome to the LIU Post equestrian team when she made her mascot debut at the annual Homecoming Football Game on Saturday, Oct. 18. For such a tiny equine, Hope handled the loud, crazy football game quite well. She tried her best to not get too overwhelmed.
“She was calm at homecoming, but would sometimes get startled with sudden, loud noises like popping balloons or the loud music, but eventually she got accustomed to the all the noise,” said team member Colleen Dreyer, a senior Public Relations major and the team’s Treasurer.
The day at homecoming was a success, which even included raising more money to care for Hope in the future. The equestrian team raised $1,110 through their “Go Fund Me” account, which is linked on the team’s Facebook page. To donate money to help Hope, you can go to www.gofundme.com/save- a-pony, or email christina.kotarski@my.liu.edu or christina.cepeda@my.liu.edu.
The next on-campus horse show at the North Shore Equestrian Center will be on Nov. 9, at 8 a.m. Hope, the mini mascot, will be there to show support. The event is open to the public.
Published in News
"
2014-11-11,LIU,study,"May 18, 2023

By Thomas Scavetta
Staff Writer
Trailing 31-21 in the fourth quarter, the football team (7-3) scored 14 unanswered points on Saturday, Nov. 8, to storm back and defeat Bentley University (4-6) on Senior Day, 35-31, at Bethpage Federal Credit Union Stadium in Brookville, N.Y.
On their opening drive of the final quarter, LIU Post started at their own five-yard line. Bentley had complete control after scoring 24 unanswered points. However, red-shirt senior signal-caller Steven Laurino scrambled for five yards on the opening play from scrimmage, followed with 13- and 22-yard completions to red-shirt sophomore wideout Shane Hubbard and red-shirt senior wideout Kamron Palmer. The series resulted in a 16-yard touchdown pass up the seam from Laurino to junior tight end Sean Binckes, making it a 31-28 game.


Two possessions later, Laurino anchored another offensive assault. After starting at their own 47-yard line, Laurino completed four consecutive passes to set up shop at the Falcon seven-yard line. A few snaps later, the Boise native took a three-yard keeper into the end zone at the 2:41 mark to regain the lead for the hosts, 35-31.
With 2:34 remaining on the clock, Bentley looked to spoil the Pioneers’ rally. Graduate quarterback Danny Guadagnoli methodically drove his squad down to the LIU 25- yard line. Following back-to- back misfires through the air, Guadagnoli hooked up with Jet Kollie on a seven-yard strike to make it fourth-and-three. With only 16 seconds left and the game on the line, the Pioneers defense got one final stop as sophomore defensive lineman Kenny Scotland channeled his inner J.J. Watt and swatted away the fourth-down pass to secure the victory.
The Green and Gold got out to a hot start, as they scored on their opening series of the game. Laurino scrambled for a two-yard score at the 8:11 mark. In the early stages of the second quarter, the Pioneers capitalized off a Falcon turnover as Laurino hooked up with sophomore tailback David White on an 8-yard touchdown pass.
Heading into halftime, LIU Post held a 21-14 advantage. However, the third quarter belonged to the visitors as they gained their first lead after putting up 24 unanswered points.
That set the stage for another Pioneer comeback and Laurino’s late-game heroics. Laurino finished 34-of-48 for 363 yards and three touchdown passes. The fifth-year senior also ran for 74 yards and two touchdowns. Hubbard and Palmer each caught eight passes and accumulated over 90 yards receiving. Red-shirt senior wideout Chris McGrane had a stellar outing, catching seven balls for 92 yards. Binckes recorded five receptions for 45 yards and a pair of touchdowns.
The Pioneers defense saw red-shirt senior linebacker Anthony Brunetti lead the defense with 13 tackles, while red-shirt senior defensive lineman Dan Belfiore had nine tackles, 1.5 sacks, and a forced fumble. Red-shirt sophomore defensive back Justin Ortiz chipped in with six stops and two pass break-ups.
The Pioneers earned the right to play for the NE-10 championship on Saturday, Nov. 15. LIU will make the trip up to Springfield, Massachusetts for a re-match with American International. In their regular season, the Green and Gold were defeated by the Yellow Jackets 27-24. The Pioneers will be searching for their first NE-10 title since 2006. Kickoff is set for 1p.m.
Published in Football, News and Sports
"
2014-11-18,LIU,study,"May 18, 2023

By Kristen Linsalata & Harry Pearse
Assistant News Editor, Staff Writer
LIU Post has announced that it will introduce two new schools to campus for the 2015- 2016 academic year: The School of Computer Science, Innovation and Management Engineering, and the Honors College. Jeffrey Kane, Vice President of Academic Affairs, believes this reorganization will increase enrollment, and be beneficial to the overall academic environment on campus.
The School of Computer Science, Innovation and Management Engineering will be an independent academic unit that will join the School of Business and the School of Professional Accountancy within the College of Management. Prior to the reorganization, the College of Management consisted of the following departments and schools: the School of Professional Accountancy; the Department of Social Work; the Department of Public Administration; the Department of Criminal Justice; the Department of Management; the Department of Finance; and the Department of Marketing.
However, the administration began to notice that certain academic units, such as the Department of Social Work, the Department of Criminal Justice and the Department of Administration, didn’t seem to fit within the College of Management, according to Kane. “These very disparate group of units couldn’t be called the School of Business because you can’t include Social Work as a part of the School of Business. You can’t call Criminal Justice a part of the School of Business. As a result, they created an umbrella term called the College of Management. However, the problem with that is that it created a lot of confusion on the outside,” Kane said. One of the reasons for the creation of the School of Computer Science, Innovation and Management was to expand on areas of growth and development such as computer science, according to Kane. “One of the main objectives [of the reorganization] is for students to realize that we do have Computer Science at this university. If you look at the Department of Labor statistics and look at the area of growth in the job market where our students can get really good and professional careers started and developed, there’s a heavy emphasis on computers. There is a tremendous growth area in the job market for this new school will initially be small, but he stated that his goal for the school is for it to grow, and ensure that students have careers ahead of them that “will serve them well and make them happy and productive people.”
“I’m fine with the idea as long as it doesn’t interfere with my graduation date,” said Kristy O’Connell, a junior Marketing major. However, according to Kane, the new school will have no impact on individual students because it will not change the already pre-existing courses or the majors offered on campus. “If you’re in accountancy, then you’re still in accountancy. If you’re in business, then you’re still in business. If you’re in social work then you’re still in social work. None of this has an effect on the program that you are enrolled in,” Kane added.
Project Management, a new program that will be offered in the fall in the new school, is a graduate level program now at the approval stage. A degree in Project Management will give students the skills to oversee all aspects of a project, including planning, budget, project control, strategic issues, value management, human resource issues, and legal issues.
The establishment of the Honors College will give LIU more prominence, attract more students, and promote the academic environment on campus that is devoted to students and their academic needs. “I believe that we have one of the finest honors programs in the country,” Kane explained. “When it’s called a program, it seems to have a lesser status than, let’s say, the honors colleges at other universities. It gives the appearance, although a misguided appearance, that the program here is of lesser significance. We want to promote that program and raise recognition of the role that it plays at the university.”
“I feel very positive about this because [it] is a direction that many universities across the country are taking,” said Joan Digby, a Professor of English and the Director of the Honors Department. “It makes us more competitive to be a college rather than a program. I think that it will even encourage students that are already going to Post to apply to be in the honors program, knowing that their diploma will read that they graduated from an Honors College.” Digby continued, “My primary goal is to expand the number of students in the Honors College because that will permit us to offer more courses and advanced electives every single semester. I’d like to try to get an additional 100 or 150 people by next fall so that there [can be] more course offerings.”
Starting in the fall, when Honor students graduate from Post, their diploma will state that they graduated from an Honors College, according to Digby. Honors program students will automatically be moved into the Honors College next fall. The Honors College will keep the same reporting schedule, and will not be structurally different; however, students will have more opportunities being a part of an Honors College rather than an honors program. Digby predicts that as the Honors College at Post develops in connection with LIU Brooklyn’s new Honors College that Post and Brooklyn will have more programming together.
“It might mean that our Pre-Pharmacy students might want to take some courses at the Honors [College] at the Brooklyn campus, or other students from Brooklyn might want to come do a semester to concentrate on Theatre or Music at Post, where we are very strong,” Digby said. “The benefit of all of this, that as a director of a college, I’ll be able to work more directly with the deans of the other colleges so that I will have more input in terms of getting faculty to teach an honors course, and getting faculty to advise research for honors students.”
“If we can be more successful in letting people know what we have, then hopefully we can attract students from different regions, [and] not just the local area,” Kane said. “A dream of ours at the moment would be to open up an honors dorm.”
This fall, the Honors office was moved from Humanities building to room 202 in the Winnick Mansion. Kane believes the change of location of Honors from Humanities to the Winnick Mansion displays great symbolism for what it represents to the university. “Just look at the new location. It’s on the top of the hill in [the] beautiful Winnick Mansion. It promotes the message of, ‘Hey we’re proud of this thing.’ It’s not one program among many. It’s the gleaming top.”
As of now, a dean has yet to be appointed for the School of Computer Science, Innovation and Management Engineering, and there is currently no deanship for the Honors College. Dr. Digby will remain the director.
“You can think of these changes as a statement of our aspirations. The real impact is telling people what we aspire towards and what we aim to do in order to move the campus forward. It’s more a picture of where we want the campus to be rather than an administrative shuffling like it might appear to be,” Kane said.
this area.” Kane acknowledged that
Published in News and _Front Page
"
2014-12-19,LIU,study,"May 18, 2023

By Maxime Devillaz
Co-Editor-in-Chief
Sean Brogan, who graduated from LIU Post with a B.F.A. in Film in 2011, has become a novelist. Brogan launched and self-published his first book on August 12, and is already hard at work on a sequel.
Brogan’s first book, ”The Shadow’s Relic,” a 400-page adventurous saga set in the late 1700s, was inspired by fantasy genres like the Harry Potter and Star Wars series, written with a cinematic imaginary for details. ”The Shadow’s Relic” is the first of a four to five book series, with number two—The Mechanic of Death—expected to be launched for the second half of 2015.
In the first novel, a killer who distrusts the idea of the recently united thirteen colonies uses his telekinetic abilities to steal a powerful weapon from the American government and build an army of dead. Kaie Ellinger, an assassin with origins unknown, and Curtis Reynolds, a former prisoner with superpowers, work together to protect the colonies from the awakened deadly creatures. But will they catch The Dark Warrior before he launches his final plot: to cull only the strong and worthy from his wake of death and destruction?
“I always loved film and still do, but I have such an active imagination that writing lets me go the places I can’t go in film right now,” Brogan said. “But I think studying film challenged me to think visually.” Brogan hopes to build an audience strong enough for the series to later become one for the movie theaters. ”While writing ”The Shadow’s Relic,” I was able to imagine it very colorfully in my head, and I could play the chapters in my mind like scenes in a movie,” he added.
The idea of storytelling came about during a screenwriting class with Professor Michael Atkinson in the Film Department at LIU Post. Brogan described being stacked with eight-page assignments every week as tough, but valuable, in his creative writing. ”It’s really nice to experience that freedom in taking a story wherever you want to go,” he said.
But Brogan’s first book did not start off in much of a red carpet setting. ”I worked full time at a Chipotle during the course of the book,” Brogan said. ”In order to stay on track, I’d have to clock out after every shift, take my computer into this back room we had, and just keep myself awake long enough to write a chapter—or even a paragraph.”
The writing process took him around nine months. But once he found the rhythm—and chapter one was over with—it remained pretty painless, according to Brogan. Editing was more challenging to get through, as he spent a year to review every little detail together with a hired freelance editor.
The decision of self-publishing ”The Shadow’s Relic” gave Brogan total freedom to attribute creativity in his writing. He uses a handful of characters. While they are all overshadowed with some sort of mystery or superpower, he reveals the source of actual people to be the most fundamental in his writing—including himself. ”I think you need to put a little of yourself into your characters,” Brogan said,  revealing that he wrote Sean Brogan, the series’ main hero,“a bit” after himself.
Self-publishing comes with more responsibility to control everything around the actual release. The traditional publishing market these days is competitive if one does not already have an audience, according to Brogan. He therefore relies on his website and social media accounts to grow support.
A free excerpt from the book, background information of the main characters, and contact information to the author can be found at www.shadowrelic.weebly.com. The book can be purchased in both hardcover as well as paperback version on www.lulu.com.
Published in Arts and Entertainment
"
2015-10-13,LIU,study,"May 18, 2023

By Margaret Pepe
Assistant Features Editor
Now that summer is over and it is officially fall, it is time to put the shorts and flip-flops away. The change in weather means there is a change in the clothes we wear, the trends we see, and the drinks we find to be popular at Starbucks.
For those who try to stay fashion forward, it’s important to know what’s trendy this season. “Fall is the best time for fashion,” said Monica Peralta, a junior Fashion Merchandising major. “It is just starting to cool down; you can layer, layer, and layer, without looking weather confused.”
“There are a lot of fun new trends this fall. Shift dresses, sock boots, pajama dressing, patchwork, and new Victorian pussy bows are the hottest trends right now,” said Stephanie Adelson Bray, a junior Fashion Merchandising major. “This season we are seeing a lot of fringe, a lot of burgundy, and a lot of suede,” Peralta added.
“The color I’ve seen everywhere and a color that I really like is olive green,” said Jawaan Smith, a senior Arts Management major. “From pants to jackets, it’s a great color.” While there are new trends every season, some trends are timeless. Fringe, military style, layering, neutrals, velvet, and bohemian are just a few of the trends that will be carried over from years before, this fall, according to Bray.
Fashion for men tends to be overlooked, however, both Bray and Peralta made sure to include trends that men can totally rock this fall. “They should focus on layering,” Bray said. “3⁄4 zip sweaters, a button down under with a skinny scarf and a vest.”
“We are also seeing a lot of Monochrome happening,” Peralta added. “Which is super easy to pull off.”
Fall, to some, is also known as the season of pumpkin spice everything. Starbucks officially has their famous pumpkin spice latte back for the season. “I have yet to fall under the magical spell this pumpkin spice has put every girl in the world under,” Peralta said.
“Pumpkin spice kind of unofficially announces the beginning of the fall season,” Smith said. Bray agreed, but added, “Pumpkin spice isn’t bad, but I think there’s too much hype. A classic chai latte and caramel macchiato will do the job just fine,” she said.
To help those who don’t understand fashion trends, Bray and Peralta both gave some of their “must haves” for the season. The boyfriend jean, over the knee boots, plaid scarves, black booties, turtle neck sweaters, and duster coats are some of Peralta’s recommendations for women this season. Bucket bags, velvet booties, and fringe skirts are a few of Bray’s must haves this season.
For men, Peralta suggests: joggers, khaki denim, light denim, wool topcoats, chukka boots, bomber jackets, and brown leather sneakers. “Everyone must get their hands on a pair of beige Nike Air Max Thea Leather Sneakers and Adidas classic superstar sneakers,” said Bray. Smith suggests that everyone should own a pair of black jeans, colored pants (burgundy, navy, olive), and brown boots.
“Every season is a great season for fashion. You make it the way you want it to be,” Bray said. “There are limitless amount of options to wear in the fall. Personally, it’s my favorite time of the year to dress up.”
Published in Features
"
2015-10-20,LIU,study,"May 18, 2023

Thanks to an overall high point performance, the equestrian team placed first, atop the hosts from Stony Brook University, at the Old Town Equestrian Center in Seldon, N.Y. Jessica Sulkers, the show’s overall high point rider, amassing most points out of all competitors throughout the event.
Published in Equestrian and Sports
"
2015-10-27,LIU,study,"May 18, 2023

By Margaret Pepe
Assistant Features Editor
Halloween is only days away, and with all the excitement, you may have forgotten to get a killer costume, or make plans with your friends. Each year trends change and different costumes become popular, new haunted houses open along with different parties that attract people.
There are several events being held in the New York City to celebrate Halloween. This year’s events include:
Webster Hell
Attend the Halloween Parade “After Party,” hosted by Webster Hall; all four floors of Webster Hall, with guest appearances by Suga Ray, Sean Sharp, and more. There will be a “Virgin Sacrifice,” on an unsuspecting guest, and a costume contest with a prize of $5,000 dollars. Tickets are available on Webster Hall’s website.
Candle Light Ghost Tours of Manhattans Most Haunted House
Take a 50-minute tour of the Merchant’s House in Manhattan.
This tour reveals the “dark past” of the Merchant family, and how they’re still “haunting” their house years later. The Merchant’s House is located on 29th East 4th Street between Bowery and Lafayette Street. This tour is available on Mondays and Thursdays through Sundays, from noon to 5 p.m. until Oct. 30.
Village Halloween Parade
Roughly 50,000 people take to the streets in a parade displaying their creative costumes. The parade is open to anyone interested in attending, but anyone who would like to walk in the parade must be in costume and makeup. The Halloween Parade runs up Sixth Avenue to 16th Street in Manhattan, from 7 to 11 p.m. on Oct. 31.
Dogs Parade
For those who missed the dog parade in the city on Oct. 24, it will be happening again on Oct. 31 in Tompskins Square Park at 12 p.m. Dress your fluffy friend up, or go see how everyone else dressed up their dogs.
Halloween Adult Scavenger Hunt
Who says scavenger hunts are just for kids? Starting at Slattery’s Midtown Pub, located on 8 East 36th Street in the city, this scavenger hunt starts at 7 p.m. and lasts until 10 p.m. Tickets are $25. Winners will receive tickets to Shake Rattle and Roll, The Big Quiz Thing, Quiet Clubbing, and more.
Crypt Tour
Take a tour of the crypt at The Catherdral Church of St. John the Divine. The tour is available on Oct. 31, from 4 to 5 p.m., for ages 12 and up. Tickets are $20 with a student ID.
Dia De Los Terribles
Experience “Day of the Dead” rituals, photo galleries, live music, and — if you’re legal — an open tequila bar at the Wythe Hotel. The part will be taking place on Oct. 31, starting at 8 p.m. and lasting until 2 a.m. Tickets are $20.
Magic
If Halloween wasn’t weird enough for you already, go to a magic show. Watch magicians pull rabbits and doves and my soul out from their hats! The magic shows will be taking place at The Players Theatre, located at 115 McDougal Street in the city. The show will run every Monday at 8 p.m. until Dec. 28. Tickets are $15.
Tickets for these events can be purchased online, if not free. These are just some of the things that you can enjoy this Halloween!
Published in Features
"
2015-11-10,LIU,study,"May 18, 2023

By Mirna Youssef
Features Editor
People might think that Greek life is all about the parties, cliques, and frat houses, because movies portray them that way. However, this isn’t the movies, this is LIU Post. At this university, there are no fraternity houses or cliques, but Greek life is a “community of students who are initiated into one of our recognized fraternities or sororities,” said Katherine Wieme, Director of Greek Life & Student Involvement, a position in Campus Life.
Wieme explained that it offers students opportunities to bond, strengthen leadership qualities, and network with alumni. There are 11 fraternities and sororities on campus: Alpha Xi Delta, Alpha Epsilon Phi, Delta Zeta, Phi Sigma Kappa, Tau Kappa Epsilon, Theta Chi, Sigma Alpha Epsilon, Alpha Phi Alpha, Phi Iota Alpha, Delta Sigma Theta, and Chi Nu Alpha.
“We currently have over 250 students in fraternities and sororities,” said Michael Berthel, Director of Campus Life. “We are proud to now be home to some of the largest national organizations in the world and are excited to add Sigma Delta Tau to our community in the spring
[2016].”These organizations are not all the same; they have different recruitment processes, structures, and types of councils. The three types of councils are the Interfraternity Council, Panhellenic Association, or the Multicultural Council. Alpha Xi Delta, Alpha Phi Epsilon, and Delta Zeta are Panhellenic sororities. Tau Kappa Epsilon, Phi Sigma Kappa, Theta Chi, and Sigma Alpha Epsilon are fraternities a part of the Interfraternity Council. Alpha Phi Alpha, Phi Iota Alpha, Delta Sigma Tau, and Chi Nu Alpha, are the fraternities and sororities that belong to the Multicultural Council.
“Being in a cultural organization differs from other organizations because we’re very passionate about our organization’s history and the meaning behind the letters; we take pride in the roots of where we come from,” said Richard Batista, President of Phi Iota Alpha, and a senior adolescence education major in mathematics. Batista also explains that one thing you learn is that you should “never forget who you are and where you come from.”
Each fraternity and sorority has a philanthropy that they partner with. “In DZ [Delta Zeta], we raise money and awareness for our philanthropy Speech and Hearing, to try to make a difference in other people’s lives,” said Nicole Cunningham, President of DZ and graduate literacy education major. Their philanthropy focuses on those that are affected by speech and hearing challenges.
“Engaging in community service projects and raising funds and awareness for various philanthropic organizations are fundamental components of being an active member of a Greek organization,” said Alexa Regina, President of Alpha Phi Epsilon, and a senior social work major. She mentions that AEPHI “values service, which has allowed me to give back to the community with the help of my
sisters.”It can be hard to find your place in college. Now that doesn’t mean your clique or “it” group, but a group of people that help you find yourself and enjoy your college and life experience. Greek life can help “students to find their home in a fraternity or sorority,” Wieme said.
“Joining Greek life is so important because when you join your org, you are also joining a community,” said Giovanna Domingo, Financial VP of Alpha Xi Delta, and sophomore accounting major. “Over the last year I have seen such a positive change in Greek life. Even if you don’t know a person and you’re wearing letters, you always have something to talk about because there is that common thread.” She explained that more people have joined, which has shown such a positive growth.
These organizations have made an impact on many students and the campus itself. “Joining Greek life has without a doubt been one of the best decisions I’ve made in college. It’s gotten me way more involved than I ever was before on campus and it’s equipped me with invaluable leadership opportunities,” said Jawaan Smith, VP of Phi Sigma Kappa, a senior arts management major. “Also, knowing you have 20 plus guys who always have your back and are there for you through your highs and lows is a great feeling. It’s definitely a rewarding experience.”
“We are proud that our Greek Life students are also active in student organizations, residence halls, athletic teams, and student run businesses,” Wieme said.
“Being in Greek life means being involved, but still the most important job is for you to be a student. The hardest part about Greek Life is time management,” according to Michael Aquilano, Programing Director of Phi Sigma Kappa and sophomore psychology major.
“When you join Greek Life, you become a part of something that is very active and you need to learn or already have time management skills. Especially if you want to hold and E-board or chair position,” he said.
Wieme explained that the Office of Campus Life serves as the primary advisor to Greek life, including all the governing councils, organizations, and individual members and that they support the growth of these organizations. Campus Life “maintains a Greek life expansion policy for any organization who is interested in becoming recognized on campus,” she said.
“All of our organizations are national with chapters across the country,” Wieme said. “Post students who join a fraternity or sorority will have the opportunity to attend conventions, network with alumni, and meet fellow members from other institutions.”
Berthel added that Campus Life, and the university fully support the fraternities and sororities. “Providing opportunities for students to take part in Greek life is very important to us and we will continue to look
for ways to grow and strengthen our current organizations and add new organizations,” he said. If you think Greek life is for you: go out and meet the different organizations during Greek week or Greek events, which are held every semester and maybe you’ll find your new home.
Published in Features
"
2015-11-17,LIU,study,"May 18, 2023

By Joseph Iemma
Staff Writer
How many “selfies” does it take to settle on the “perfect” picture? How many times have you posted a “fire” picture onto social media, but your peers didn’t reciprocate (like the photo), so you deleted it? Although the players remain the same, the games and the rules of which the players play by, have changed ten-fold.
Once upon a time, well, really before all of these social media sites, we would look at each other on the Starbucks line, and make our judgments from there. However, “We now look at the person’s Instagram first, make our first judgment, and then we take it from there,” said senior history major, Kathy Rice. “I can name 1,000 times where some guy would like [my posts] on Instagram, I guess showing interest in
me, but then in person, no social contact, none whatsoever,” she added.
When Rice told me this story, I literally, “loled,” but this really is no laughing matter.
Let’s me ask you again, why does it take 200 pictures to get that one perfect selfie?! To be honest, folks, I think I have that answer. The mini photo shoot we partake in when we want to post a picture on social media is caused by something I would like to call, “Social Perfection,” a.k.a delusion.
I believe that social media is driving our youth to the brink of insanity as it causes them to feel the need to to “qualify” within their respective social groups. For example, Marcella Anteri, a Suffolk County High School physics teacher, recalled a story about one of her students and social media.
“One of my juniors, who will remain nameless, came to me at the end of class,” said Anteri. “That class, she did none of her physics homework, and totally bombed my quiz. She came to me, and before she could say anything, tears began pouring from her face.”
Anteri later revealed that her student’s disarray stemmed from her fear that she was being judged off of her social media posts. According to Anteri, her student told her, “I accidentally liked my friend’s ex-boyfriend’s picture, and they’ve been ignoring me all week.”
We all know being in high school can come with its times of social hardship to say the least, but if you think about it, social media just adds to that fire we deal with in our adolescent years. In the age of social media and texting, misinterpretation and cyberbullying have run rampant. It has led Mike Kurtz, a junior education major, across the street at NYIT to stop texting all together.
“You really wouldn’t believe how many fights [with friends] I’ve gotten into because I didn’t answer a text within three minutes, or reply ‘lol’ instead of replying ‘lmfao,’” Kurtz said. “I remember one time where a girl I was dating told me a joke, at which I replied [over text], ‘lol.’ She later texted saying, ‘I haven’t liked your attitude all day and that last text proves you’re giving me one right now.’”
“I never texted her back after that, because I knew where it was going to go,” said Kurtz. “If I have something to say, or want to talk to you then I’m just going to call you. I’m bringing back the phone call!”
Social media to me is a synthetic form of human interaction; a form of interaction, which in most cases that does us more harm than good. Yes, social media links us beyond the classroom and to each corner of the Earth; however, Instagram, Twitter, even Facebook, and Snapchat, have become portfolios, or as I’d like to call them, “baseball cards” to track our latest social undertakings, misleadingly presenting them to our peers.
Posting a picture of your lavish vacations, the new car, your selfie, taken from an angle that probably led you to sprain your wrist and shoulder, and not to mention your “following to followers ratio.” Social Media allows us to portray ourselves in our “best” light, and that’s great! What if social media just further enhances the saying “perception is reality,” in a world where everyone’s perception of each other is derived of social media. It makes me wonder if we are losing our authenticity, and that’s kind of scary. Well, too scary to me at least.
Published in Opinions
"
2016-10-11,LIU,study,"May 18, 2023

To the Editors of the Pioneer:
On Wednesday, I posted a response to the excellent letter Editor Caroline Ryan published in the Pioneer. In my post, I expressed admiration for the clarity of her argument, and sadness that a student newspaper faces such deplorable conditions in trying to report campus news. This stance of complete message control on the part of the administration is antithetical to the concept of academic freedom and freedom of the press. It is demoralizing to the student journalists and heartbreaking for faculty members who work with them. It also makes our journalism program a hard sell to potential students who want the experience of working on a vital and relevant paper, not a University Public Relations mouthpiece, and discover that cannot happen here.
I am writing this letter as an addendum to my brief Facebook post (which seems to have disappeared) after learning that copies of this week’s Pioneer seem to have been removed from the campus before visitors to Homecoming and the Admissions Open House could grab them. This has happened before. It also happens at the Brooklyn Campus. It is shocking to see this go on in a campus community. I am appalled that our administration thinks this approach is somehow beneficial to our university, when in fact it does damage to all of us.
Barbara Fowles, Chair
Department of Communications and Film
Published in Letter To and Letters
"
